State,County,Total_Accidents,Night_Accidents,Winter_Accidents,Night_Proportion,Winter_Proportion
MO,Callaway,177,57,20,0.3220338983050847,0.11299435028248588
MO,Howard,3,2,0,0.6666666666666666,0.0
CO,Mesa,668,258,39,0.38622754491017963,0.058383233532934134
FL,Desoto,193,83,0,0.43005181347150256,0.0
TX,Gillespie,34,5,0,0.14705882352941177,0.0
TN,Sevier,371,99,4,0.2668463611859838,0.01078167115902965
NC,Moore,513,144,0,0.2807017543859649,0.0
LA,Calcasieu,2019,531,1,0.26300148588410105,0.0004952947003467063
VA,Wise,186,82,8,0.44086021505376344,0.043010752688172046
IN,LaPorte,437,153,32,0.3501144164759725,0.07322654462242563
NY,Cortland,284,96,58,0.3380281690140845,0.20422535211267606
MO,Crawford,72,15,4,0.20833333333333334,0.05555555555555555
KY,Carroll,72,16,2,0.2222222222222222,0.027777777777777776
OR,Union,4404,2268,850,0.5149863760217984,0.1930063578564941
AR,Poinsett,181,89,5,0.49171270718232046,0.027624309392265192
KY,Carter,48,22,0,0.4583333333333333,0.0
MO,Lafayette,395,107,11,0.2708860759493671,0.027848101265822784
NC,Lee,319,122,0,0.3824451410658307,0.0
WY,Laramie,509,224,60,0.4400785854616896,0.11787819253438114
IN,Knox,72,21,0,0.2916666666666667,0.0
IL,Mercer,2,1,0,0.5,0.0
TN,Roane,682,221,5,0.32404692082111436,0.007331378299120235
WI,Washington,612,173,86,0.2826797385620915,0.14052287581699346
AL,DeKalb,172,36,0,0.20930232558139536,0.0
OK,Caddo,18,7,1,0.3888888888888889,0.05555555555555555
NC,Harnett,1516,507,7,0.3344327176781003,0.004617414248021108
AZ,Navajo,1353,583,27,0.43089430894308944,0.019955654101995565
OK,McCurtain,3,0,0,0.0,0.0
KY,Henry,57,17,1,0.2982456140350877,0.017543859649122806
ME,York,566,179,44,0.31625441696113077,0.07773851590106007
KY,Woodford,36,14,0,0.3888888888888889,0.0
IL,Stark,1,0,0,0.0,0.0
FL,Escambia,14809,4768,0,0.32196637180093185,0.0
LA,Natchitoches,19,3,0,0.15789473684210525,0.0
OH,Ashtabula,195,74,41,0.37948717948717947,0.21025641025641026
PA,Bradford,527,210,24,0.3984819734345351,0.04554079696394687
NC,Rutherford,327,121,0,0.37003058103975534,0.0
OH,Harrison,71,12,2,0.16901408450704225,0.028169014084507043
IN,Vermillion,80,17,8,0.2125,0.1
DC,Montgomery,1,0,0,0.0,0.0
VA,Henrico,22625,6831,125,0.30192265193370166,0.0055248618784530384
UT,Duchesne,582,221,15,0.3797250859106529,0.02577319587628866
OK,Love,31,8,0,0.25806451612903225,0.0
MN,Martin,744,396,98,0.532258064516129,0.13172043010752688
VA,Accomack,628,199,5,0.31687898089171973,0.007961783439490446
TX,Kimble,50,9,3,0.18,0.06
AL,Wilcox,36,5,0,0.1388888888888889,0.0
NC,Ashe,73,25,4,0.3424657534246575,0.0547945205479452
IN,Steuben,141,51,13,0.3617021276595745,0.09219858156028368
NC,Durham,4471,1006,17,0.22500559159024827,0.0038022813688212928
TN,Cumberland,688,210,11,0.30523255813953487,0.015988372093023256
NH,Carroll,165,40,7,0.24242424242424243,0.04242424242424243
ME,Cumberland,1029,247,56,0.2400388726919339,0.05442176870748299
LA,West Baton Rouge,2012,413,0,0.20526838966202784,0.0
LA,Iberville,584,174,1,0.2979452054794521,0.0017123287671232876
TN,Dickson,311,99,0,0.3183279742765273,0.0
MO,Cass,717,212,55,0.29567642956764295,0.07670850767085077
TX,Sterling,5,1,0,0.2,0.0
OH,Tuscarawas,204,76,13,0.37254901960784315,0.06372549019607843
MN,Renville,589,286,43,0.4855687606112054,0.0730050933786078
LA,Ouachita,266,84,6,0.3157894736842105,0.022556390977443608
MO,Cooper,190,63,20,0.33157894736842103,0.10526315789473684
NY,Broome,1285,373,116,0.29027237354085605,0.09027237354085603
IN,Whitley,73,25,5,0.3424657534246575,0.0684931506849315
NM,San Miguel,71,23,4,0.323943661971831,0.056338028169014086
IN,Crawford,72,22,4,0.3055555555555556,0.05555555555555555
AL,Elmore,1530,393,3,0.2568627450980392,0.00196078431372549
SC,Lancaster,4600,1557,9,0.33847826086956523,0.001956521739130435
TN,Cocke,370,137,5,0.37027027027027026,0.013513513513513514
MN,Jackson,956,503,80,0.5261506276150628,0.08368200836820083
IN,Martin,74,14,0,0.1891891891891892,0.0
NC,Martin,127,52,0,0.4094488188976378,0.0
SC,Sumter,5312,2098,1,0.39495481927710846,0.00018825301204819278
OH,Hamilton,14778,4142,286,0.2802814995263229,0.01935309243470023
NC,Buncombe,7294,1553,88,0.2129147244310392,0.012064710721140664
NC,Craven,310,101,0,0.3258064516129032,0.0
MO,Daviess,30,13,0,0.43333333333333335,0.0
CA,Tulare,17412,6344,0,0.36434642775097636,0.0
VA,Giles,155,53,1,0.3419354838709677,0.0064516129032258064
OR,Wheeler,530,180,19,0.33962264150943394,0.035849056603773584
TN,Weakley,19,4,0,0.21052631578947367,0.0
KS,Ellsworth,16,6,0,0.375,0.0
MI,Mason,46,18,1,0.391304347826087,0.021739130434782608
AL,Butler,593,127,0,0.21416526138279932,0.0
VA,Suffolk,2093,665,4,0.3177257525083612,0.0019111323459149545
VT,Franklin,51,10,10,0.19607843137254902,0.19607843137254902
AL,Franklin,22,6,0,0.2727272727272727,0.0
MN,Lac qui Parle,62,29,5,0.46774193548387094,0.08064516129032258
TX,Taylor,100,28,0,0.28,0.0
MN,Swift,182,76,12,0.4175824175824176,0.06593406593406594
OK,Carter,40,12,1,0.3,0.025
LA,St Tammany,295,56,0,0.18983050847457628,0.0
IL,Johnson,92,27,4,0.29347826086956524,0.043478260869565216
VA,Bristol,244,87,2,0.35655737704918034,0.00819672131147541
AR,Miller,272,90,0,0.33088235294117646,0.0
OK,Custer,7,1,0,0.14285714285714285,0.0
WV,Greenbrier,195,67,9,0.3435897435897436,0.046153846153846156
IL,Morgan,46,19,1,0.41304347826086957,0.021739130434782608
TX,Somervell,5,1,0,0.2,0.0
SC,Darlington,4272,1791,5,0.41924157303370785,0.0011704119850187266
AL,Lee,1199,272,0,0.2268557130942452,0.0
NC,Caswell,126,55,0,0.4365079365079365,0.0
IN,Laporte,121,25,13,0.2066115702479339,0.10743801652892562
OK,Rogers,187,60,1,0.32085561497326204,0.0053475935828877
IL,Union,55,22,1,0.4,0.01818181818181818
NC,Gaston,1996,574,6,0.2875751503006012,0.003006012024048096
NV,Clark,2743,765,1,0.2788917243893547,0.0003645643456069996
CO,Lake,140,56,36,0.4,0.2571428571428571
VA,Norton (City),4,2,0,0.5,0.0
MN,Mower,812,409,87,0.5036945812807881,0.10714285714285714
NC,Mecklenburg,145788,33518,204,0.22990918319751968,0.0013992921228084616
VA,Alexandria (City),554,148,1,0.26714801444043323,0.0018050541516245488
AL,Morgan,1786,314,6,0.17581187010078386,0.0033594624860022394
MN,Steele,1607,900,266,0.5600497822028625,0.1655258245177349
GA,Ware,85,38,0,0.4470588235294118,0.0
VT,Orange,27,9,6,0.3333333333333333,0.2222222222222222
VA,Appomattox,228,86,3,0.37719298245614036,0.013157894736842105
LA,St Mary,2,0,0,0.0,0.0
WA,Okanogan,30,7,0,0.23333333333333334,0.0
IL,Jefferson,239,76,6,0.3179916317991632,0.02510460251046025
AL,Bullock,79,19,0,0.24050632911392406,0.0
TX,Orange,68,11,0,0.16176470588235295,0.0
MN,Lyon,761,398,69,0.5229960578186597,0.09067017082785808
MS,Madison,779,226,3,0.2901155327342747,0.0038510911424903724
IN,Grant,196,53,21,0.27040816326530615,0.10714285714285714
AL,Tuscaloosa,11410,3480,1,0.30499561787905344,8.764241893076249e-05
TN,Cannon,41,14,0,0.34146341463414637,0.0
TN,McNairy,3,0,0,0.0,0.0
SC,Fairfield,2186,802,7,0.36688014638609334,0.003202195791399817
LA,Lafayette,13513,1873,6,0.1386072670761489,0.0004440168726411604
NH,Belknap,671,151,85,0.22503725782414308,0.12667660208643816
CO,Logan,229,98,11,0.4279475982532751,0.048034934497816595
KY,Grant,60,20,2,0.3333333333333333,0.03333333333333333
VA,Petersburg,1125,402,0,0.35733333333333334,0.0
OK,Muskogee,20,7,0,0.35,0.0
KY,Rockcastle,63,14,0,0.2222222222222222,0.0
ID,Shoshone,188,64,40,0.3404255319148936,0.2127659574468085
IL,White,45,23,1,0.5111111111111111,0.022222222222222223
AL,Limestone,3118,713,13,0.2286722257857601,0.004169339320076972
VA,Brunswick,1259,503,3,0.3995234312946783,0.0023828435266084196
FL,St. Johns,4199,1323,0,0.3150750178613956,0.0
CA,Mono,1648,646,108,0.3919902912621359,0.06553398058252427
KY,Hickman,6,0,0,0.0,0.0
NC,Avery,103,30,4,0.2912621359223301,0.038834951456310676
MS,Montgomery,18,3,0,0.16666666666666666,0.0
IA,Appanoose,49,19,0,0.3877551020408163,0.0
WI,Dane,4453,1076,348,0.24163485290815181,0.07814956209297103
MN,Dakota,13503,4973,1480,0.36828852847515364,0.109605272902318
VA,Montgomery,1950,529,105,0.2712820512820513,0.05384615384615385
KY,Boone,1141,406,38,0.3558282208588957,0.033304119193689745
CA,Inyo,1425,570,8,0.4,0.005614035087719298
GA,Camden,338,112,0,0.33136094674556216,0.0
UT,Morgan,944,367,136,0.388771186440678,0.1440677966101695
NY,Tioga,246,105,15,0.4268292682926829,0.06097560975609756
CO,San Miguel,62,9,11,0.14516129032258066,0.1774193548387097
VA,Roanoke (City),178,56,1,0.3146067415730337,0.0056179775280898875
MO,Platte,2388,802,126,0.3358458961474037,0.052763819095477386
WI,Juneau,212,75,18,0.35377358490566035,0.08490566037735849
KY,Muhlenberg,8,0,0,0.0,0.0
MO,Marion,29,8,0,0.27586206896551724,0.0
OK,Garvin,29,7,1,0.2413793103448276,0.034482758620689655
TX,Culberson,66,18,0,0.2727272727272727,0.0
TX,Limestone,3,0,0,0.0,0.0
SC,Kershaw,5005,1733,0,0.3462537462537463,0.0
CT,Naugatuck Valley,1135,447,28,0.39383259911894275,0.024669603524229075
IN,Bartholomew,1017,362,39,0.3559488692232055,0.038348082595870206
VA,Orange,656,196,7,0.29878048780487804,0.010670731707317074
WI,La Crosse,196,40,15,0.20408163265306123,0.07653061224489796
MS,Panola,98,26,0,0.2653061224489796,0.0
IN,Montgomery,348,150,21,0.43103448275862066,0.0603448275862069
CO,Chaffee,311,123,26,0.3954983922829582,0.08360128617363344
IA,Audubon,8,3,0,0.375,0.0
SC,Marion,1627,752,0,0.46220036877688997,0.0
MN,Nobles,1047,588,124,0.5616045845272206,0.11843361986628462
LA,Iberia,24,15,0,0.625,0.0
OK,Cotton,10,1,1,0.1,0.1
NC,Guilford,6252,1525,25,0.24392194497760716,0.00399872040946897
CA,Plumas,1625,565,33,0.3476923076923077,0.020307692307692308
LA,St. John the Baptist,519,129,0,0.24855491329479767,0.0
CO,Montezuma,130,59,4,0.45384615384615384,0.03076923076923077
MO,Andrew,27,5,2,0.18518518518518517,0.07407407407407407
TX,Armstrong,20,11,0,0.55,0.0
OK,Grady,25,3,0,0.12,0.0
AR,Crawford,481,156,13,0.32432432432432434,0.02702702702702703
MS,Jones,176,42,1,0.23863636363636365,0.005681818181818182
CT,Northeastern Connecticut,213,87,13,0.4084507042253521,0.06103286384976526
KY,Ohio,15,3,0,0.2,0.0
NE,Deuel,47,16,0,0.3404255319148936,0.0
IA,Buena Vista,57,18,2,0.3157894736842105,0.03508771929824561
AL,Walker,1071,389,3,0.36321195144724555,0.0028011204481792717
NC,McDowell,844,195,23,0.23104265402843602,0.027251184834123223
NC,Anson,158,37,0,0.23417721518987342,0.0
TN,Cheatham,421,136,2,0.32304038004750596,0.004750593824228029
MO,Dekalb,9,4,0,0.4444444444444444,0.0
TX,Cameron,74,21,0,0.28378378378378377,0.0
TN,Unicoi,99,33,2,0.3333333333333333,0.020202020202020204
NY,Seneca,712,250,90,0.351123595505618,0.12640449438202248
WA,Skagit,1516,499,5,0.329155672823219,0.0032981530343007917
GA,Effingham,199,58,1,0.2914572864321608,0.005025125628140704
VA,Emporia (City),35,9,0,0.2571428571428571,0.0
AR,St. Francis,431,156,1,0.3619489559164733,0.002320185614849188
TX,Atascosa,41,8,0,0.1951219512195122,0.0
MN,Chisago,2864,1318,363,0.46019553072625696,0.1267458100558659
FL,Gadsden,2235,863,0,0.3861297539149888,0.0
LA,Livingston,848,262,0,0.3089622641509434,0.0
FL,Jackson,2118,852,0,0.40226628895184136,0.0
VA,Lee,140,59,0,0.42142857142857143,0.0
OR,Lincoln,3361,1287,18,0.3829217494793216,0.005355548943766736
IL,Wayne,34,11,0,0.3235294117647059,0.0
VA,Bedford County,937,334,5,0.35645677694770544,0.005336179295624333
OH,Lake,733,203,101,0.27694406548431105,0.1377899045020464
LA,St. Charles,602,206,0,0.34219269102990035,0.0
WI,Shawano,144,43,12,0.2986111111111111,0.08333333333333333
GA,Wilkinson,58,21,0,0.3620689655172414,0.0
TX,Titus,39,7,0,0.1794871794871795,0.0
NV,Lincoln,164,46,0,0.2804878048780488,0.0
VA,Poquoson (City),1,0,0,0.0,0.0
IL,Mclean,1,0,0,0.0,0.0
VA,Roanoke City,1091,288,15,0.26397800183318054,0.013748854262144821
VA,Patrick,286,72,0,0.2517482517482518,0.0
AR,Monroe,177,39,3,0.22033898305084745,0.01694915254237288
UT,Piute,94,18,7,0.19148936170212766,0.07446808510638298
SC,Greenville,57242,13363,60,0.2334474686419063,0.0010481814052618707
TX,Hidalgo,449,81,0,0.18040089086859687,0.0
NC,Polk,541,169,7,0.3123844731977819,0.012939001848428836
VA,Petersburg (City),330,108,0,0.32727272727272727,0.0
OR,Klamath,6878,2947,460,0.4284675777842396,0.06687990694969467
OR,Gilliam,1174,508,197,0.43270868824531517,0.16780238500851788
VA,Portsmouth,1420,443,0,0.31197183098591547,0.0
MD,District Of Columbia,4,0,0,0.0,0.0
VA,Bland,582,208,39,0.35738831615120276,0.06701030927835051
CA,Siskiyou,4119,1791,334,0.43481427530954114,0.08108764263170673
CO,Las Animas,495,162,52,0.32727272727272727,0.10505050505050505
LA,St James,25,8,0,0.32,0.0
NY,Ontario,1653,652,212,0.39443436176648516,0.12825166364186327
PA,Venango,493,180,101,0.36511156186612576,0.20486815415821502
TX,Chambers,105,32,0,0.3047619047619048,0.0
VA,Charlottesville (City),69,14,0,0.2028985507246377,0.0
IN,Miami,51,13,12,0.2549019607843137,0.23529411764705882
FL,Nassau,1917,648,0,0.3380281690140845,0.0
SC,Calhoun,2579,616,3,0.23885226832105466,0.0011632415664986429
NC,Stokes,237,117,0,0.4936708860759494,0.0
AZ,Yuma,780,284,0,0.3641025641025641,0.0
KY,Hopkins,8,0,0,0.0,0.0
IL,Saline,11,5,0,0.45454545454545453,0.0
KY,Kenton,5651,1488,139,0.2633162272164219,0.02459741638648027
MS,Jackson,1086,179,0,0.16482504604051565,0.0
AL,Escambia,312,108,0,0.34615384615384615,0.0
MS,Covington,55,22,0,0.4,0.0
TX,Medina,24,5,0,0.20833333333333334,0.0
TX,Randall,38,17,0,0.4473684210526316,0.0
VA,Caroline,2533,877,23,0.34622976707461506,0.009080142123963679
MN,Faribault,676,405,79,0.599112426035503,0.11686390532544379
AR,St Francis,417,126,4,0.302158273381295,0.009592326139088728
TX,San Jacinto,44,3,0,0.06818181818181818,0.0
AL,Conecuh,209,63,0,0.3014354066985646,0.0
WV,Jackson,396,153,46,0.38636363636363635,0.11616161616161616
NC,Pitt,579,280,9,0.4835924006908463,0.015544041450777202
VA,Newport News (City),944,243,0,0.2574152542372881,0.0
IN,Noble,120,46,9,0.38333333333333336,0.075
TN,Coffee,584,200,0,0.3424657534246575,0.0
NC,Sampson,465,167,0,0.35913978494623655,0.0
VA,Portsmouth (City),361,98,0,0.27146814404432135,0.0
TX,Webb,98,21,0,0.21428571428571427,0.0
KS,Butler,24,7,1,0.2916666666666667,0.041666666666666664
AL,Dale,369,84,0,0.22764227642276422,0.0
TN,Carroll,40,10,0,0.25,0.0
IN,Newton,154,60,2,0.38961038961038963,0.012987012987012988
VA,Augusta,5065,1657,147,0.32714708785784796,0.029022704837117472
IN,Hancock,977,350,0,0.35823950870010235,0.0
KY,Madison,98,30,0,0.30612244897959184,0.0
CA,Lassen,2210,942,149,0.4262443438914027,0.067420814479638
IA,Lucas,40,16,7,0.4,0.175
IN,Greene,111,28,12,0.25225225225225223,0.10810810810810811
TX,Bandera,3,2,0,0.6666666666666666,0.0
NM,Grant,54,18,1,0.3333333333333333,0.018518518518518517
SC,Florence,11398,4179,34,0.36664327074925424,0.0029829794700824705
NV,Washoe,11197,3567,613,0.31856747343038316,0.05474680718049477
MD,Baltimore (City),1448,580,3,0.4005524861878453,0.0020718232044198894
IN,Dearborn,372,145,38,0.3897849462365591,0.10215053763440861
GA,Wayne,38,9,0,0.23684210526315788,0.0
FL,St Lucie,551,95,0,0.1724137931034483,0.0
NC,Rowan,1352,434,2,0.3210059171597633,0.0014792899408284023
TX,Harrison,100,33,0,0.33,0.0
MS,Hancock,249,41,0,0.1646586345381526,0.0
IN,Perry,58,11,4,0.1896551724137931,0.06896551724137931
AL,Blount,2920,1044,5,0.35753424657534244,0.0017123287671232876
NV,Carson City,1066,290,75,0.27204502814258913,0.07035647279549719
VA,Franklin,237,68,0,0.2869198312236287,0.0
IN,Morgan,365,152,8,0.41643835616438357,0.021917808219178082
IA,Cedar,434,176,40,0.4055299539170507,0.09216589861751152
FL,Union,284,117,0,0.4119718309859155,0.0
TN,Lawrence,65,30,0,0.46153846153846156,0.0
OR,Harney,1212,462,95,0.3811881188118812,0.07838283828382839
WI,Milwaukee,13905,3300,720,0.2373247033441208,0.05177993527508091
OK,Canadian,3028,716,19,0.23645970937912814,0.006274768824306473
TX,Kerr,27,7,0,0.25925925925925924,0.0
TN,Putnam,975,272,0,0.27897435897435896,0.0
OH,Mercer,34,10,3,0.29411764705882354,0.08823529411764706
TX,Victoria,55,15,0,0.2727272727272727,0.0
LA,St. Martin,649,197,0,0.3035439137134052,0.0
VA,Essex,506,175,0,0.3458498023715415,0.0
VA,Charlottesville,252,59,0,0.23412698412698413,0.0
IN,Ohio,17,11,0,0.6470588235294118,0.0
VA,Staunton (City),85,25,6,0.29411764705882354,0.07058823529411765
TX,Cherokee,17,3,0,0.17647058823529413,0.0
LA,Acadia,344,87,0,0.25290697674418605,0.0
OR,Lane,11692,4273,198,0.36546356483065345,0.016934656175162505
IA,Muscatine,44,16,0,0.36363636363636365,0.0
IN,Jasper,790,344,69,0.43544303797468353,0.08734177215189873
TX,Pecos,93,39,0,0.41935483870967744,0.0
FL,Wakulla,918,378,1,0.4117647058823529,0.0010893246187363835
ME,Androscoggin,128,46,8,0.359375,0.0625
VA,Staunton,91,28,0,0.3076923076923077,0.0
LA,Bossier,1041,258,1,0.2478386167146974,0.0009606147934678194
VA,Chesapeake,5701,1630,16,0.2859147517979302,0.0028065251710226277
LA,Rapides,471,50,0,0.10615711252653928,0.0
GA,Gilmer,245,88,3,0.35918367346938773,0.012244897959183673
FL,Holmes,739,330,0,0.4465493910690122,0.0
CO,Eagle,1802,798,554,0.4428412874583796,0.3074361820199778
VT,Lamoille,14,3,3,0.21428571428571427,0.21428571428571427
MI,Kalkaska,34,4,7,0.11764705882352941,0.20588235294117646
NC,Madison,225,57,1,0.25333333333333335,0.0044444444444444444
NY,Herkimer,762,336,92,0.4409448818897638,0.12073490813648294
GA,Lincoln,20,5,0,0.25,0.0
MN,Olmsted,2909,1410,56,0.4847026469577174,0.019250601581299414
WI,Dunn,300,86,25,0.2866666666666667,0.08333333333333333
KY,Shelby,84,36,0,0.42857142857142855,0.0
MS,Harrison,969,148,1,0.15273477812177502,0.0010319917440660474
NY,Warren,2206,734,266,0.3327289211242067,0.12058023572076156
MI,Iosco,26,11,0,0.4230769230769231,0.0
VA,Roanoke,418,109,2,0.2607655502392344,0.004784688995215311
NC,Pender,801,223,0,0.2784019975031211,0.0
WI,Lincoln,66,21,12,0.3181818181818182,0.18181818181818182
FL,Jefferson,907,404,0,0.4454244762954796,0.0
MO,St Louis,1653,171,79,0.10344827586206896,0.04779189352692075
CT,Western Connecticut,2106,880,26,0.4178537511870845,0.012345679012345678
MS,Rankin,1311,318,1,0.2425629290617849,0.0007627765064836003
CO,Garfield,1581,562,269,0.35547122074636306,0.17014547754585704
CA,Mariposa,1571,529,0,0.33672819859961806,0.0
IL,Alexander,4,2,0,0.5,0.0
CA,Kings,4775,1927,0,0.40356020942408377,0.0
MO,Buchanan,226,43,1,0.1902654867256637,0.004424778761061947
MA,Dukes,4,0,0,0.0,0.0
NC,Scotland,188,62,0,0.32978723404255317,0.0
TN,Hamblen,148,40,1,0.2702702702702703,0.006756756756756757
ND,Cass,822,332,126,0.40389294403892945,0.15328467153284672
VA,Manassas,239,72,0,0.301255230125523,0.0
SC,Williamsburg,1662,718,0,0.43200962695547535,0.0
IN,Clark,1616,463,45,0.286509900990099,0.027846534653465347
LA,Bienville,95,16,1,0.16842105263157894,0.010526315789473684
CO,Boulder,1185,269,72,0.2270042194092827,0.060759493670886074
TX,Ward,30,6,0,0.2,0.0
OH,Carroll,28,10,0,0.35714285714285715,0.0
WA,Skamania,198,42,2,0.21212121212121213,0.010101010101010102
WI,Brown,1248,368,170,0.2948717948717949,0.1362179487179487
KS,Sedgwick,1566,415,16,0.26500638569604085,0.010217113665389528
MS,Simpson,56,16,0,0.2857142857142857,0.0
AR,Conway,370,67,1,0.1810810810810811,0.002702702702702703
MN,Pine,2155,1105,384,0.5127610208816705,0.17819025522041762
CA,Humboldt,6613,2746,18,0.41524270376531075,0.0027219113866626342
ME,Kennebec,266,46,15,0.17293233082706766,0.05639097744360902
VA,Roanoke County,2046,611,19,0.2986314760508309,0.009286412512218964
AL,Lowndes,747,183,0,0.24497991967871485,0.0
IL,Hardin,6,1,0,0.16666666666666666,0.0
OH,Butler,1437,483,29,0.33611691022964507,0.020180932498260265
IL,St Clair,350,29,7,0.08285714285714285,0.02
MN,Ramsey,26784,8768,2755,0.32735961768219835,0.10285991636798088
OR,Baker,3847,2009,582,0.5222251104756953,0.1512867169222771
TN,Scott,39,9,0,0.23076923076923078,0.0
TX,Reeves,110,25,0,0.22727272727272727,0.0
NE,Keith,96,12,2,0.125,0.020833333333333332
NC,Cherokee,164,46,0,0.2804878048780488,0.0
NC,Clay,118,17,0,0.1440677966101695,0.0
TX,Presidio,1,0,0,0.0,0.0
TX,Starr,15,3,0,0.2,0.0
TN,Hamilton,21212,6432,48,0.30322458985479916,0.0022628700735432775
SC,Chester,2661,988,18,0.37128898910184144,0.006764374295377677
WA,Pacific,253,49,6,0.19367588932806323,0.023715415019762844
NC,Johnston,3855,1258,9,0.3263294422827497,0.0023346303501945525
TN,Chester,10,7,0,0.7,0.0
NC,Iredell,2763,858,59,0.31053203040173727,0.021353601158161418
UT,Tooele,3230,1228,183,0.3801857585139319,0.056656346749226004
NC,Alamance,1399,457,9,0.32666190135811296,0.006433166547533953
PA,McKean,1591,598,271,0.3758642363293526,0.1703331238214959
TN,Lauderdale,9,5,0,0.5555555555555556,0.0
MO,Linn,3,0,0,0.0,0.0
PA,Sullivan,276,81,7,0.29347826086956524,0.025362318840579712
NV,Churchill,658,236,29,0.3586626139817629,0.044072948328267476
VA,Greene,546,168,2,0.3076923076923077,0.003663003663003663
CO,Rio Grande,68,16,7,0.23529411764705882,0.10294117647058823
IA,Grundy,46,18,2,0.391304347826087,0.043478260869565216
GA,Brantley,30,15,0,0.5,0.0
OH,Trumbull,583,166,60,0.2847341337907376,0.10291595197255575
CO,Jefferson,8226,2163,514,0.262946754194019,0.062484804279115
OH,Jefferson,59,18,5,0.3050847457627119,0.0847457627118644
OR,Josephine,4468,1883,246,0.4214413607878245,0.05505819158460161
VA,Bedford,329,108,0,0.3282674772036474,0.0
WV,Raleigh,613,280,33,0.4567699836867863,0.053833605220228384
NV,Esmeralda,84,23,2,0.27380952380952384,0.023809523809523808
AZ,Yavapai,5478,1961,135,0.3579773640014604,0.024644030668127054
CO,Fremont,620,212,12,0.3419354838709677,0.01935483870967742
GA,Catoosa,598,170,0,0.2842809364548495,0.0
UT,Emery,860,322,28,0.3744186046511628,0.03255813953488372
TX,Grayson,94,23,0,0.24468085106382978,0.0
MS,Scott,100,26,2,0.26,0.02
VA,Harrisonburg,656,226,19,0.3445121951219512,0.028963414634146343
FL,Lafayette,59,26,0,0.4406779661016949,0.0
TN,Bledsoe,76,16,1,0.21052631578947367,0.013157894736842105
UT,Grand,820,262,24,0.3195121951219512,0.02926829268292683
PA,Clinton,1708,679,71,0.3975409836065574,0.04156908665105386
AL,Marshall,192,47,0,0.24479166666666666,0.0
VT,Chittenden,170,58,19,0.3411764705882353,0.11176470588235295
MI,Ogemaw,43,11,6,0.2558139534883721,0.13953488372093023
IA,Van Buren,7,2,0,0.2857142857142857,0.0
FL,St Johns,831,37,0,0.044524669073405534,0.0
FL,Okaloosa,4923,1552,0,0.3152549258582165,0.0
TX,Edwards,9,6,0,0.6666666666666666,0.0
VA,Buchanan,136,21,3,0.15441176470588236,0.022058823529411766
IA,Jones,82,20,10,0.24390243902439024,0.12195121951219512
TX,Clay,59,13,1,0.22033898305084745,0.01694915254237288
MN,Clay,225,93,21,0.41333333333333333,0.09333333333333334
VA,Manassas Park (City),8,6,0,0.75,0.0
MS,Pontotoc,17,7,0,0.4117647058823529,0.0
PA,Lycoming,3841,1501,115,0.3907836500911221,0.029940119760479042
MN,Dodge,456,205,52,0.44956140350877194,0.11403508771929824
OR,Malheur,4143,2011,224,0.48539705527395605,0.05406710113444364
NE,Lancaster,343,100,10,0.2915451895043732,0.029154518950437316
KY,Laurel,107,38,0,0.35514018691588783,0.0
TX,Mitchell,79,24,0,0.3037974683544304,0.0
NC,Bladen,256,73,5,0.28515625,0.01953125
TX,Wichita,2715,921,11,0.3392265193370166,0.004051565377532229
VA,Henry,1018,380,2,0.37328094302554027,0.0019646365422396855
MN,Stearns,3881,1803,661,0.46457098685905696,0.1703169286266426
OH,Ottawa,130,34,5,0.26153846153846155,0.038461538461538464
OH,Fulton,228,68,16,0.2982456140350877,0.07017543859649122
AR,Pulaski,6653,2646,30,0.3977153163986172,0.004509243950097701
OK,Osage,171,49,1,0.28654970760233917,0.005847953216374269
MS,Tate,115,45,3,0.391304347826087,0.02608695652173913
TX,Coryell,33,17,0,0.5151515151515151,0.0
IA,Chickasaw,25,6,0,0.24,0.0
WI,Waushara,69,21,10,0.30434782608695654,0.14492753623188406
RI,Bristol,38,6,0,0.15789473684210525,0.0
VA,Franklin County,893,307,0,0.3437849944008959,0.0
AZ,Coconino,3798,1674,309,0.44075829383886256,0.08135860979462875
NC,Granville,591,209,5,0.3536379018612521,0.008460236886632826
TX,Jeff Davis,28,11,0,0.39285714285714285,0.0
VA,Manassas (City),96,13,0,0.13541666666666666,0.0
AR,Sevier,55,22,0,0.4,0.0
LA,St Charles,140,2,0,0.014285714285714285,0.0
MO,Greene,8644,2543,167,0.29419250347061543,0.01931975937066173
AL,Henry,101,37,0,0.36633663366336633,0.0
IA,Delaware,38,16,2,0.42105263157894735,0.05263157894736842
TX,Rusk,15,1,0,0.06666666666666667,0.0
VA,Bath,78,22,3,0.28205128205128205,0.038461538461538464
VA,Norfolk (City),1927,685,3,0.3554748313440581,0.0015568240788790867
VA,Rockbridge,2420,811,50,0.33512396694214874,0.02066115702479339
AL,Houston,1977,327,1,0.165402124430956,0.0005058168942842691
VA,Isle of Wight,876,245,0,0.2796803652968037,0.0
VA,Pulaski,852,281,49,0.32981220657276994,0.057511737089201875
IN,Clay,250,86,14,0.344,0.056
MN,Douglas,1623,844,307,0.5200246457178065,0.1891558841651263
FL,Bradford,363,156,0,0.4297520661157025,0.0
TX,Hockley,11,2,0,0.18181818181818182,0.0
IL,Randolph,15,2,0,0.13333333333333333,0.0
